email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,49,Female,Bachelor's,16,Consultant,IT,Software Developer,Low,City_B,1,Certifications,1,1.970779046
,51,Female,Bachelor's,14,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,1.893341344
,50,Male,High School,13,Analyst,Healthcare,Nurse,High,City_B,1,Workshops,1,8.675255
,27,Male,Bachelor's,6,Manager,IT,Software Developer,High,City_B,1,Workshops,0,19.15428103
,56,Female,Ph.D.,3,Manager,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,29.39779816
,58,Female,High School,14,Engineer,Education,Financial Analyst,High,City_C,1,Workshops,0,12.06074262
,45,Female,High School,14,Analyst,Finance,Software Developer,High,City_C,1,Workshops,0,8.459763159
,50,Male,Bachelor's,15,Manager,IT,Teacher,Medium,City_A,1,Workshops,1,21.37208427
,52,Male,Ph.D.,8,Consultant,IT,Software Developer,High,City_B,1,Workshops,1,25.60676495
,56,Female,High School,29,Engineer,Finance,Teacher,Medium,City_C,1,Workshops,1,25.88882402
,54,Male,Ph.D.,15,Manager,Healthcare,Nurse,High,City_A,1,Online Courses,0,9.057653327
,42,Female,Ph.D.,22,Manager,Finance,Teacher,Medium,City_A,1,Online Courses,0,8.132389546
,53,Male,Ph.D.,29,Engineer,Finance,Nurse,High,City_B,1,Workshops,1,29.20959503
,44,Male,Bachelor's,27,Engineer,Healthcare,Software Developer,High,City_A,1,Workshops,0,11.7926909
,54,Female,Master's,13,Consultant,Finance,Nurse,Medium,City_C,1,Online Courses,0,23.66099796
,24,Female,Master's,17,Consultant,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,29.24528156
,39,Female,High School,21,Manager,Healthcare,Nurse,Medium,City_A,1,Online Courses,1,28.00290935
,46,Female,Ph.D.,24,Manager,Finance,Teacher,Medium,City_C,1,Certifications,1,6.194213514
,52,Male,Bachelor's,3,Engineer,Education,Teacher,High,City_A,1,Workshops,0,3.384826956
,24,Male,Ph.D.,28,Manager,Healthcare,Teacher,Low,City_C,1,Workshops,1,24.94172419
,45,Male,Ph.D.,6,Manager,Finance,Nurse,High,City_B,1,Online Courses,1,14.62656625
,53,Female,Bachelor's,5,Engineer,Healthcare,Teacher,Low,City_C,1,Workshops,1,16.68001438
,43,Male,Master's,22,Manager,Education,Teacher,Low,City_B,1,Certifications,0,10.71618589
,44,Female,Ph.D.,26,Manager,Education,Financial Analyst,High,City_B,1,Certifications,0,26.62906468
,23,Male,Ph.D.,17,Analyst,IT,Nurse,Low,City_A,1,Online Courses,1,21.15366569
,48,Female,Master's,23,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,22.6542062
,23,Female,Bachelor's,25,Engineer,Healthcare,Teacher,Medium,City_C,1,Online Courses,0,4.076788347
,47,Male,High School,2,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,5.136505046
,38,Female,Master's,26,Consultant,Healthcare,Teacher,Medium,City_B,1,Certifications,1,3.583001612
,54,Female,High School,15,Consultant,IT,Nurse,High,City_A,1,Certifications,0,24.53052387
,30,Male,High School,5,Consultant,Education,Software Developer,Medium,City_B,1,Certifications,1,1.260206409
,50,Female,Master's,26,Analyst,Education,Teacher,Low,City_C,1,Certifications,1,9.833965641
,47,Female,Ph.D.,20,Analyst,IT,Teacher,High,City_C,1,Certifications,0,26.57389884
,56,Female,High School,6,Consultant,Healthcare,Teacher,Medium,City_B,1,Certifications,1,24.91909236
,46,Male,High School,6,Manager,Healthcare,Teacher,High,City_B,1,Certifications,1,4.453438146
,45,Male,Bachelor's,27,Manager,IT,Nurse,Low,City_B,1,Workshops,0,18.53932788
,34,Female,Ph.D.,18,Analyst,Finance,Software Developer,Medium,City_C,1,Online Courses,1,28.04234617
,28,Male,High School,18,Analyst,Education,Software Developer,High,City_C,1,Online Courses,0,4.239171347
,57,Female,Bachelor's,4,Analyst,IT,Software Developer,High,City_C,1,Certifications,1,5.175518875
,41,Female,Ph.D.,17,Consultant,IT,Teacher,Medium,City_A,1,Online Courses,1,33.41160102
,22,Female,Master's,25,Manager,Healthcare,Teacher,High,City_C,1,Certifications,0,2.6204491
,29,Female,Master's,14,Analyst,Education,Software Developer,High,City_C,1,Workshops,0,6.009453084
,37,Female,Bachelor's,14,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,0,31.93927931
,35,Male,Master's,13,Engineer,IT,Teacher,Low,City_A,1,Online Courses,0,2.3754536
,33,Female,High School,7,Consultant,Finance,Teacher,Low,City_A,1,Workshops,0,20.54787028
,44,Male,Ph.D.,12,Engineer,Education,Financial Analyst,Low,City_A,1,Workshops,0,13.39640692
,36,Male,High School,23,Manager,IT,Financial Analyst,Low,City_A,1,Workshops,1,9.817485791
,49,Female,High School,15,Engineer,IT,Financial Analyst,Low,City_A,1,Online Courses,0,23.82586348
,55,Female,Master's,19,Engineer,Finance,Software Developer,Medium,City_B,1,Online Courses,1,21.47725548
,23,Male,High School,11,Engineer,IT,Nurse,Low,City_B,1,Workshops,0,12.94766535
,53,Male,Master's,15,Consultant,IT,Teacher,High,City_B,1,Workshops,1,5.007512052
,44,Male,Ph.D.,12,Manager,Education,Financial Analyst,Medium,City_B,1,Workshops,1,9.849525423
,43,Female,Ph.D.,3,Engineer,Education,Nurse,High,City_C,1,Workshops,0,26.16425661
,46,Male,High School,17,Consultant,Education,Teacher,Low,City_A,1,Workshops,1,3.162751746
,43,Female,Bachelor's,3,Manager,Healthcare,Nurse,Low,City_C,1,Certifications,1,14.4595495
,43,Female,Master's,19,Analyst,Finance,Software Developer,High,City_A,1,Workshops,1,4.403385712
,27,Female,Master's,20,Engineer,Education,Software Developer,High,City_A,1,Certifications,0,14.86912716
,36,Male,High School,4,Manager,Healthcare,Software Developer,High,City_C,1,Online Courses,0,3.744959665
,58,Female,Master's,3,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,1,6.561264312
,54,Female,Master's,26,Analyst,Finance,Teacher,Low,City_C,1,Certifications,0,3.481716345
,29,Female,Bachelor's,16,Manager,Finance,Software Developer,High,City_C,1,Workshops,0,23.97805144
,26,Female,Bachelor's,12,Consultant,IT,Financial Analyst,Low,City_A,1,Online Courses,1,9.209223117
,25,Female,High School,8,Manager,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,24.4199684
,27,Male,Bachelor's,24,Consultant,Education,Financial Analyst,Low,City_A,1,Workshops,0,9.737183343
,53,Female,High School,29,Manager,Finance,Financial Analyst,Medium,City_B,1,Certifications,0,29.17108016
,51,Female,Ph.D.,29,Consultant,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,21.92912213
,56,Male,High School,17,Analyst,Education,Financial Analyst,High,City_C,1,Online Courses,1,22.72605344
,37,Female,Ph.D.,7,Analyst,Healthcare,Software Developer,Low,City_B,1,Certifications,0,26.98537501
,34,Male,High School,11,Analyst,Finance,Software Developer,Medium,City_C,1,Workshops,0,2.703117799
,51,Female,Master's,18,Manager,IT,Financial Analyst,Medium,City_C,1,Workshops,0,3.605227198
,40,Male,Bachelor's,1,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,1,9.011407263
,38,Male,Ph.D.,3,Engineer,Education,Teacher,High,City_B,1,Certifications,1,2.556725721
,40,Female,High School,4,Analyst,Finance,Teacher,Medium,City_A,1,Certifications,1,9.30585857
,49,Female,Bachelor's,13,Consultant,IT,Nurse,Medium,City_B,1,Workshops,0,20.11530885
,47,Female,High School,6,Consultant,Education,Teacher,Low,City_A,1,Workshops,0,19.11454801
,58,Male,Bachelor's,26,Consultant,Education,Software Developer,Medium,City_C,1,Certifications,1,29.94325629
,47,Male,Bachelor's,14,Manager,Education,Software Developer,Medium,City_B,1,Online Courses,0,22.22417306
,44,Male,High School,5,Engineer,Healthcare,Teacher,High,City_B,1,Workshops,0,25.72889646
,30,Female,Ph.D.,16,Analyst,Finance,Financial Analyst,High,City_A,1,Certifications,0,16.68029342
,33,Male,Ph.D.,15,Engineer,Education,Financial Analyst,High,City_B,1,Certifications,1,26.63090663
,22,Male,Master's,15,Engineer,Healthcare,Software Developer,Low,City_C,1,Certifications,0,22.30169933
,22,Female,Bachelor's,4,Consultant,Finance,Financial Analyst,Medium,City_C,1,Online Courses,0,2.161662988
,55,Male,Master's,8,Consultant,Finance,Nurse,Low,City_C,1,Workshops,1,15.88861556
,53,Male,Master's,27,Consultant,Healthcare,Nurse,Medium,City_A,1,Workshops,0,6.780942028
,46,Female,High School,16,Manager,Healthcare,Teacher,Medium,City_B,1,Workshops,1,5.098309602
,22,Male,High School,28,Engineer,Education,Teacher,Medium,City_A,1,Online Courses,0,5.983802527
,37,Female,High School,16,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,28.30387423
,26,Female,Bachelor's,4,Manager,IT,Software Developer,Low,City_B,1,Workshops,1,27.96545329
,43,Female,High School,13,Manager,Healthcare,Teacher,Low,City_C,1,Workshops,0,29.41968116
,50,Female,High School,26,Manager,Finance,Nurse,Medium,City_B,1,Workshops,0,23.34856012
,24,Female,Bachelor's,28,Engineer,Finance,Teacher,Low,City_B,1,Online Courses,1,29.4382826
,33,Male,Bachelor's,13,Engineer,Education,Teacher,High,City_A,1,Certifications,0,1.618935418
,47,Male,Ph.D.,2,Consultant,IT,Nurse,Low,City_B,1,Certifications,1,8.128952015
,37,Female,High School,3,Consultant,Education,Software Developer,Medium,City_C,1,Workshops,0,7.635427148
,58,Female,High School,22,Engineer,IT,Teacher,High,City_B,1,Workshops,0,14.76784884
,43,Male,High School,8,Consultant,IT,Teacher,High,City_C,1,Workshops,0,10.08394322
,50,Female,Ph.D.,24,Manager,Healthcare,Teacher,Medium,City_A,1,Online Courses,0,5.106662948
,35,Female,High School,15,Analyst,Finance,Financial Analyst,Low,City_C,1,Workshops,1,10.08121173
,49,Female,Ph.D.,11,Consultant,Finance,Teacher,Medium,City_B,1,Online Courses,1,4.34111441
,26,Male,Master's,9,Engineer,Finance,Nurse,Low,City_C,1,Workshops,0,5.700189264
,51,Male,Ph.D.,7,Consultant,IT,Software Developer,Low,City_C,1,Workshops,0,16.25149454
,26,Female,Master's,13,Consultant,Finance,Software Developer,High,City_B,1,Certifications,0,25.23441782
,33,Female,High School,2,Consultant,Healthcare,Nurse,Medium,City_C,1,Workshops,0,26.64973549
,37,Male,Master's,8,Analyst,IT,Financial Analyst,High,City_B,1,Online Courses,0,29.50599077
,47,Male,Ph.D.,7,Manager,IT,Nurse,Medium,City_A,1,Certifications,1,22.84027169
,47,Female,Bachelor's,24,Engineer,IT,Software Developer,Medium,City_C,1,Online Courses,1,19.23057917
,42,Female,Master's,12,Analyst,IT,Nurse,High,City_A,1,Certifications,0,16.10528603
,57,Male,Master's,19,Engineer,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,9.273685945
,54,Male,High School,7,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,8.001032282
,51,Male,Ph.D.,10,Engineer,Healthcare,Financial Analyst,Low,City_A,1,Online Courses,0,28.47380357
,58,Female,Master's,29,Analyst,Finance,Nurse,Medium,City_C,1,Online Courses,1,6.163698183
,44,Male,Master's,25,Manager,Healthcare,Teacher,Medium,City_C,1,Workshops,1,2.711384766
,31,Female,Master's,16,Engineer,Education,Nurse,High,City_A,1,Certifications,1,7.093366166
,26,Male,Master's,3,Manager,Education,Financial Analyst,High,City_C,1,Certifications,1,7.414777019
,57,Male,Bachelor's,10,Manager,Education,Nurse,Medium,City_B,1,Workshops,0,24.34238971
,55,Male,Ph.D.,6,Consultant,Education,Teacher,Low,City_C,1,Online Courses,1,17.04969455
,52,Male,High School,18,Analyst,IT,Financial Analyst,Low,City_C,1,Online Courses,1,3.442321135
,31,Female,High School,18,Analyst,IT,Nurse,High,City_C,1,Certifications,1,7.153052696
,40,Female,Bachelor's,5,Consultant,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,9.814382377
,53,Male,Ph.D.,21,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,2.594925174
,22,Female,Master's,29,Manager,Education,Software Developer,Low,City_B,1,Certifications,1,3.933981267
,26,Male,Bachelor's,7,Engineer,Finance,Software Developer,Low,City_C,1,Online Courses,1,11.95876731
,25,Male,Ph.D.,28,Analyst,Education,Financial Analyst,Low,City_A,1,Online Courses,0,30.85899876
,37,Male,Master's,2,Engineer,Healthcare,Nurse,High,City_A,1,Online Courses,0,32.73797944
,45,Male,Bachelor's,11,Engineer,Education,Nurse,Medium,City_B,1,Workshops,0,4.032848102
,37,Female,Ph.D.,13,Consultant,Healthcare,Nurse,High,City_A,1,Certifications,0,8.788337214
,23,Male,High School,23,Engineer,Education,Teacher,Medium,City_C,1,Online Courses,0,1.391215594
,49,Male,High School,5,Manager,Finance,Financial Analyst,High,City_C,1,Workshops,1,4.860361531
,53,Female,Ph.D.,6,Consultant,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,7.859806956
,48,Male,High School,24,Engineer,Finance,Teacher,Low,City_C,1,Certifications,1,9.578643372
,41,Male,Ph.D.,26,Consultant,Finance,Financial Analyst,Low,City_B,1,Workshops,0,9.869278591
,45,Male,Master's,29,Manager,Healthcare,Financial Analyst,Low,City_C,1,Certifications,0,24.81036729
,33,Female,Ph.D.,14,Manager,Finance,Teacher,High,City_A,1,Online Courses,0,9.553458649
,56,Male,Master's,12,Engineer,IT,Software Developer,Low,City_B,1,Online Courses,1,1.31877076
,54,Female,Bachelor's,4,Consultant,IT,Financial Analyst,Medium,City_C,1,Online Courses,1,12.87731486
,54,Male,Ph.D.,29,Engineer,IT,Teacher,High,City_B,1,Workshops,1,22.44119019
,58,Male,Bachelor's,23,Engineer,Healthcare,Nurse,Medium,City_A,1,Workshops,0,3.245696718
,33,Female,High School,6,Consultant,IT,Software Developer,High,City_C,1,Workshops,0,23.89244575
,24,Male,Master's,10,Engineer,Healthcare,Nurse,Medium,City_C,1,Workshops,0,17.63678193
,22,Male,Ph.D.,18,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,0,12.64997913
,54,Female,Bachelor's,15,Consultant,IT,Software Developer,High,City_C,1,Online Courses,0,4.22108277
,31,Female,Master's,8,Consultant,Finance,Teacher,High,City_C,1,Online Courses,0,6.634400234
,50,Female,Master's,26,Consultant,Education,Financial Analyst,Low,City_C,1,Workshops,1,17.09449936
,34,Female,High School,9,Consultant,Healthcare,Teacher,Low,City_C,1,Workshops,1,10.61454359
,33,Female,High School,5,Engineer,IT,Software Developer,Medium,City_A,1,Online Courses,0,9.927607337
,52,Male,Master's,10,Engineer,Healthcare,Nurse,Medium,City_C,1,Online Courses,1,7.77777755
,23,Female,Master's,20,Manager,Finance,Financial Analyst,Medium,City_B,1,Workshops,1,9.657746828
,56,Male,Ph.D.,6,Analyst,Finance,Financial Analyst,High,City_A,1,Certifications,1,29.43301209
,44,Male,Master's,16,Analyst,IT,Teacher,High,City_B,1,Online Courses,0,12.72902237
,38,Male,Ph.D.,24,Manager,Healthcare,Software Developer,Low,City_B,1,Online Courses,0,21.36610209
,47,Female,Master's,27,Analyst,Education,Teacher,Medium,City_B,1,Online Courses,0,5.45201454
,29,Female,High School,3,Manager,Education,Software Developer,Low,City_A,1,Workshops,0,20.51081462
,50,Male,Ph.D.,10,Engineer,Healthcare,Financial Analyst,High,City_A,1,Online Courses,1,37.85312391
,47,Female,Bachelor's,11,Consultant,Healthcare,Software Developer,High,City_A,1,Online Courses,0,23.73668813
,31,Female,High School,11,Consultant,Healthcare,Financial Analyst,High,City_C,1,Online Courses,0,22.23475812
,47,Female,Ph.D.,17,Engineer,IT,Software Developer,Low,City_B,1,Online Courses,0,3.987850551
,55,Female,Ph.D.,4,Consultant,Finance,Nurse,High,City_A,1,Online Courses,1,29.27463472
,28,Male,Bachelor's,4,Consultant,Education,Software Developer,Medium,City_B,1,Certifications,1,7.53823839
,25,Male,Ph.D.,17,Analyst,IT,Nurse,Low,City_A,1,Certifications,1,5.337017975
,32,Female,Master's,9,Engineer,Healthcare,Software Developer,High,City_A,1,Online Courses,1,27.51589805
,50,Male,Bachelor's,19,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,1,2.250513423
,57,Female,High School,5,Analyst,Finance,Teacher,Low,City_B,1,Online Courses,0,9.232218322
,46,Female,High School,22,Consultant,Healthcare,Teacher,High,City_C,1,Online Courses,1,9.358517782
,42,Male,Master's,24,Consultant,IT,Financial Analyst,High,City_A,1,Workshops,1,11.5789393
,57,Male,High School,6,Engineer,IT,Teacher,Low,City_A,1,Workshops,0,20.71073356
,31,Male,Ph.D.,3,Consultant,Finance,Software Developer,Low,City_A,1,Workshops,0,16.25044543
,58,Female,Ph.D.,22,Consultant,IT,Teacher,High,City_C,1,Certifications,0,6.662970749
,30,Male,Master's,1,Engineer,Education,Software Developer,Medium,City_B,1,Online Courses,1,9.951888007
,45,Female,High School,20,Consultant,IT,Nurse,Low,City_B,1,Workshops,0,9.964602597
,56,Male,High School,22,Analyst,IT,Software Developer,Low,City_B,1,Online Courses,1,10.19544463
,56,Male,Master's,16,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,0,25.60413144
,57,Female,Bachelor's,23,Consultant,Education,Nurse,High,City_A,1,Certifications,1,9.579487517
,39,Female,High School,11,Manager,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,29.31021649
,53,Female,Bachelor's,13,Engineer,IT,Financial Analyst,Medium,City_A,1,Workshops,1,8.207980934
,45,Female,High School,27,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,21.89105125
,44,Female,High School,10,Manager,Education,Teacher,High,City_B,1,Certifications,0,18.53250747
,53,Female,High School,3,Consultant,Finance,Financial Analyst,Low,City_C,1,Certifications,0,16.69655703
,58,Female,High School,9,Consultant,IT,Nurse,Low,City_A,1,Online Courses,1,32.82399266
,33,Female,Ph.D.,28,Engineer,Finance,Software Developer,Low,City_A,1,Online Courses,0,38.47205336
,34,Male,Bachelor's,12,Engineer,IT,Financial Analyst,Medium,City_B,1,Workshops,1,10.46105567
,44,Female,Bachelor's,23,Consultant,Education,Nurse,High,City_A,1,Workshops,0,29.38800225
,46,Female,High School,14,Consultant,Finance,Financial Analyst,High,City_A,1,Certifications,0,26.19763171
,56,Male,High School,1,Analyst,Finance,Software Developer,Low,City_C,1,Workshops,1,25.02307407
,51,Female,Bachelor's,18,Engineer,IT,Nurse,Low,City_A,1,Online Courses,1,4.627679884
,38,Male,Ph.D.,17,Engineer,IT,Nurse,Medium,City_B,1,Certifications,0,17.78121419
,41,Male,Master's,27,Manager,Healthcare,Software Developer,High,City_B,1,Online Courses,1,2.560221372
,46,Female,Master's,9,Analyst,IT,Nurse,Medium,City_A,1,Certifications,0,2.309343846
,43,Male,Bachelor's,9,Consultant,IT,Software Developer,High,City_B,1,Certifications,0,9.235501568
,34,Female,High School,23,Analyst,Healthcare,Nurse,Medium,City_C,1,Online Courses,0,8.938454653
,40,Male,High School,10,Consultant,IT,Nurse,Low,City_C,1,Workshops,1,15.84694848
,57,Male,Ph.D.,19,Consultant,IT,Software Developer,Medium,City_A,1,Workshops,1,7.765353642
,33,Male,Master's,29,Analyst,Healthcare,Software Developer,Medium,City_A,1,Workshops,0,6.899191313
,40,Female,Ph.D.,15,Engineer,Education,Nurse,Low,City_C,1,Workshops,1,7.909667289
,33,Female,Master's,5,Consultant,Education,Nurse,High,City_B,1,Online Courses,1,19.84845379
,30,Male,Bachelor's,15,Analyst,IT,Software Developer,High,City_A,1,Certifications,0,27.12706698
,28,Male,Master's,20,Manager,IT,Teacher,Low,City_A,1,Online Courses,1,27.24297567
,49,Female,Ph.D.,23,Analyst,Healthcare,Software Developer,Medium,City_B,1,Workshops,1,3.109344278
,35,Female,Ph.D.,25,Manager,Healthcare,Nurse,Medium,City_A,1,Workshops,0,4.568913883
,52,Male,Ph.D.,28,Consultant,Education,Nurse,Medium,City_B,1,Online Courses,1,18.17351958
,40,Male,Bachelor's,2,Analyst,Finance,Nurse,High,City_B,1,Certifications,0,9.292306624
,37,Female,Master's,13,Analyst,IT,Software Developer,Medium,City_B,1,Online Courses,1,6.040039277
,26,Female,Master's,24,Manager,Finance,Nurse,High,City_B,1,Online Courses,1,12.42097552
,56,Female,Ph.D.,16,Analyst,Finance,Teacher,Medium,City_B,1,Online Courses,0,4.670766671
,33,Female,Master's,15,Analyst,Healthcare,Financial Analyst,Low,City_C,1,Certifications,0,4.748413711
,46,Female,High School,25,Consultant,IT,Teacher,Low,City_B,1,Online Courses,1,17.2079681
